source_name,source_url,source_publish_date,source_access_date,organization_name_raw,normalized_organization_name,organization_type,city,state,relationship_type,relationship_description,evidence_text_short,confidence_score,gpo_name,gpo_confidence,is_confirmed_gpo_member,notes,extraction_method,created_at
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,Piedmont Rockdale,Piedmont Rockdale,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: Piedmont Rockdale,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.023262
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,Piedmont Walton,Piedmont Walton,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: Piedmont Walton,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.023346
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,Singing River Health System,Singing River Health System,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: Singing River Health System,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.023488
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,Ocean Springs Hospital,Ocean Springs Hospital,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: Ocean Springs Hospital,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.023639
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,Singing River Gulfport,Singing River Gulfport,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: Singing River Gulfport,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.023728
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,Singing River Hospital,Singing River Hospital,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: Singing River Hospital,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.023821
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,SGMC Health,SGMC Health,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: SGMC Health,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.023960
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,SGMC Health Berrien,SGMC Health Berrien,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: SGMC Health Berrien,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.024043
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,SGMC Health Lanier,SGMC Health Lanier,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: SGMC Health Lanier,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.024126
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,SGMC Health Main,SGMC Health Main,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: SGMC Health Main,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.024208
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,SGMC Health Smith Northview,SGMC Health Smith Northview,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: SGMC Health Smith Northview,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.024291
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,Southeast Georgia Health System,Southeast Georgia Health System,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: Southeast Georgia Health System,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.024426
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,Southeast Georgia Health System - Brunswick Campus,Southeast Georgia Health System - Brunswick Campus,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: Southeast Georgia Health System - Brunswick Campus,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.024548
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,Southeast Georgia Health System - Camden Campus,Southeast Georgia Health System - Camden Campus,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: Southeast Georgia Health System - Camden Campus,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.024654
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,"Southwell, Inc.","Southwell, Inc.",hospital,,,confirmed_member,Listed under confirmed member,"Listed on Vizient SS members page: Southwell, Inc.",1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.024800
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,Southwell Medical,Southwell Medical,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: Southwell Medical,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.024962
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,Tift Regional Medical Center,Tift Regional Medical Center,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: Tift Regional Medical Center,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.025052
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,Southwest Mississippi Regional Medical Center,Southwest Mississippi Regional Medical Center,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: Southwest Mississippi Regional Medical Center,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.025190
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,Lawrence County Hospital,Lawrence County Hospital,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: Lawrence County Hospital,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.025365
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,St. Tammany Health System,St. Tammany Health System,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: St. Tammany Health System,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.025533
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,Vitruvian Health,Vitruvian Health,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: Vitruvian Health,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.025697
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,Bradley Medical Center,Bradley Medical Center,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: Bradley Medical Center,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.025789
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,Hamilton Medical Center,Hamilton Medical Center,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: Hamilton Medical Center,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.025882
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,Wellstar Health System,Wellstar Health System,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: Wellstar Health System,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.026022
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,Wellstar Augusta University Medical Center,Wellstar Augusta University Medical Center,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: Wellstar Augusta University Medical Center,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.026106
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,Wellstar Cobb Medical Center,Wellstar Cobb Medical Center,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: Wellstar Cobb Medical Center,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.026199
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,Wellstar Douglas Medical Center,Wellstar Douglas Medical Center,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: Wellstar Douglas Medical Center,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.026284
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,Wellstar Kennestone Medical Center,Wellstar Kennestone Medical Center,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: Wellstar Kennestone Medical Center,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.026368
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,Wellstar MCG Health Medical Center,Wellstar MCG Health Medical Center,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: Wellstar MCG Health Medical Center,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.026450
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,Wellstar North Fulton Medical Center,Wellstar North Fulton Medical Center,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: Wellstar North Fulton Medical Center,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.026593
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,Wellstar Paulding Medical Center,Wellstar Paulding Medical Center,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: Wellstar Paulding Medical Center,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.026686
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,Wellstar Spaulding Medical Center,Wellstar Spaulding Medical Center,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: Wellstar Spaulding Medical Center,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.026781
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,Wellstar Sylvan Grove Medical Center,Wellstar Sylvan Grove Medical Center,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: Wellstar Sylvan Grove Medical Center,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.026901
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,Wellstar West Georgia Medical Center,Wellstar West Georgia Medical Center,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: Wellstar West Georgia Medical Center,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.027026
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,Wellstar Windy Hill,Wellstar Windy Hill,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: Wellstar Windy Hill,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.027111
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,West Calcasieu Cameron Hospital,West Calcasieu Cameron Hospital,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: West Calcasieu Cameron Hospital,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.027248
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,Willis Knighton Health,Willis Knighton Health,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: Willis Knighton Health,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.027386
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,Willis Knighton Medical Center,Willis Knighton Medical Center,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: Willis Knighton Medical Center,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.027475
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,Willis Knighton South,Willis Knighton South,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: Willis Knighton South,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.027647
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,WK Bossier Health Center,WK Bossier Health Center,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: WK Bossier Health Center,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.027739
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,WK Peirremont Health Center,WK Peirremont Health Center,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: WK Peirremont Health Center,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.027835
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,Woman's Hospital,Woman's Hospital,hospital,,,confirmed_member,Listed under confirmed member,Listed on Vizient SS members page: Woman's Hospital,1.0,Vizient,1.0,True,,html,2026-04-19T23:08:00.028013
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,Colquitt Regional Medical Center,Colquitt Regional Medical Center,hospital,,,regional_affiliate_member,Listed under regional affiliate member,Listed on Vizient SS members page: Colquitt Regional Medical Center,0.8,Vizient,0.8,False,,html,2026-04-19T23:08:00.028208
Vizient Southern States Members Page,https://www.vizientsouthernstates.com/members,,2026-04-19,"Partners Cooperative, Inc.","Partners Cooperative, Inc.",hospital,,,member_network_participant,Listed under member network participant,"Listed on Vizient SS members page: Partners Cooperative, Inc.",0.8,Vizient,0.8,False,,html,2026-04-19T23:08:00.028394
